account_id,true_segment,bad_flag,declared_monthly_income,has_loan,loan_installment,essential_ratio_base,discretionary_ratio_base,initial_balance
AC100388,good_quiet,0,389.6,True,82.95,0.432,0.183,208.96
AC100389,good_quiet,0,823.5,True,158.68,0.372,0.297,1174.72
AC100390,bad_detectable,1,363.02,False,0.0,0.363,0.296,292.6
AC100391,good_quiet,0,772.49,True,210.99,0.372,0.3,825.55
AC100392,good_quiet,0,612.91,False,0.0,0.359,0.288,828.48
AC100393,good_quiet,0,450.85,True,105.2,0.451,0.218,330.24
AC100394,good_quiet,0,1072.55,False,0.0,0.355,0.256,2144.12
AC100395,bad_shock,1,636.27,True,157.42,0.359,0.238,970.94
AC100396,good_quiet,0,494.12,True,123.4,0.439,0.181,664.45
AC100397,good_false_alarm,0,664.86,True,151.04,0.398,0.163,576.4
AC100398,bad_detectable,1,296.48,True,77.53,0.375,0.193,334.26
AC100399,good_false_alarm,0,845.82,False,0.0,0.481,0.173,1408.32
AC100400,good_quiet,0,565.64,True,120.84,0.374,0.152,493.19
AC100401,bad_shock,1,519.88,False,0.0,0.495,0.165,721.73
AC100402,good_quiet,0,668.13,True,141.67,0.393,0.236,517.79
AC100403,good_quiet,0,538.61,True,103.85,0.49,0.226,931.41
AC100404,good_quiet,0,786.29,False,0.0,0.457,0.281,1116.86
AC100405,good_quiet,0,736.6,True,177.25,0.36,0.186,435.38
AC100406,good_quiet,0,504.86,True,121.69,0.469,0.273,486.84
AC100407,good_quiet,0,860.25,True,195.53,0.448,0.182,1693.72
AC100408,good_quiet,0,981.75,False,0.0,0.439,0.187,1588.98
AC100409,good_quiet,0,1069.07,False,0.0,0.438,0.167,662.03
AC100410,bad_detectable,1,655.59,True,176.31,0.464,0.255,601.77
AC100411,good_quiet,0,978.69,True,208.09,0.385,0.209,1579.12
AC100412,good_quiet,0,308.62,True,65.25,0.371,0.19,552.28
AC100413,good_quiet,0,416.88,True,107.97,0.36,0.188,352.33
AC100414,good_quiet,0,1064.69,False,0.0,0.443,0.151,826.7
AC100415,good_quiet,0,637.99,True,173.81,0.465,0.217,1036.26
AC100416,bad_detectable,1,406.01,True,99.17,0.488,0.187,742.93
AC100417,good_false_alarm,0,606.99,False,0.0,0.442,0.224,865.57
AC100418,bad_detectable,1,1132.38,True,271.52,0.416,0.187,2065.7
AC100419,bad_detectable,1,548.44,True,108.7,0.46,0.217,287.6
AC100420,bad_detectable,1,826.88,False,0.0,0.48,0.286,832.04
AC100421,good_quiet,0,942.08,True,190.48,0.367,0.249,1574.57
AC100422,good_quiet,0,677.56,True,135.87,0.418,0.232,1272.89
AC100423,good_quiet,0,317.77,False,0.0,0.42,0.157,198.71
AC100424,good_quiet,0,612.37,True,120.63,0.493,0.179,1187.42
AC100425,good_quiet,0,715.16,True,177.08,0.4,0.247,557.85
AC100426,good_quiet,0,770.75,True,158.4,0.457,0.248,907.13
AC100427,bad_detectable,1,623.48,True,154.21,0.391,0.191,463.41
AC100428,good_quiet,0,887.24,True,176.6,0.379,0.231,615.14
AC100429,good_quiet,0,555.05,False,0.0,0.414,0.285,359.38
AC100430,good_quiet,0,581.99,False,0.0,0.464,0.276,340.59
AC100431,good_quiet,0,587.25,True,123.52,0.376,0.299,349.7
AC100432,bad_detectable,1,877.99,True,222.58,0.457,0.279,681.05
AC100433,good_quiet,0,355.35,True,68.36,0.378,0.2,215.11
AC100434,good_quiet,0,541.38,False,0.0,0.397,0.297,1053.83
AC100435,good_quiet,0,686.02,False,0.0,0.44,0.254,441.99
AC100436,good_quiet,0,493.99,True,118.76,0.498,0.251,773.66
AC100437,good_quiet,0,799.46,True,147.11,0.48,0.205,404.96
AC100438,bad_detectable,1,660.24,False,0.0,0.389,0.224,502.22
AC100439,bad_detectable,1,994.65,False,0.0,0.48,0.171,927.49
AC100440,bad_shock,1,616.06,True,154.01,0.447,0.208,820.91
AC100441,good_quiet,0,786.91,True,214.97,0.464,0.288,1475.47
AC100442,bad_detectable,1,739.79,False,0.0,0.413,0.151,439.33
AC100443,good_quiet,0,438.45,True,109.67,0.469,0.239,315.53
AC100444,good_quiet,0,1878.24,True,390.78,0.4,0.191,3226.45
AC100445,bad_detectable,1,624.59,True,121.11,0.471,0.252,494.84
AC100446,bad_detectable,1,525.36,True,100.46,0.428,0.165,392.12
AC100447,good_quiet,0,787.06,True,169.63,0.398,0.285,1058.16
AC100448,good_quiet,0,523.27,True,100.2,0.433,0.202,891.06
AC100449,good_quiet,0,659.01,True,182.63,0.433,0.191,812.86
AC100450,good_quiet,0,742.47,False,0.0,0.365,0.196,1000.83
AC100451,bad_detectable,1,827.58,True,206.57,0.361,0.222,834.24
AC100452,good_quiet,0,487.52,False,0.0,0.493,0.171,945.55
AC100453,good_quiet,0,412.13,True,103.44,0.456,0.273,504.95
AC100454,good_quiet,0,583.94,True,111.26,0.45,0.155,533.4
AC100455,good_quiet,0,929.16,True,226.6,0.444,0.213,590.26
AC100456,bad_detectable,1,927.89,True,233.87,0.437,0.224,1141.75
AC100457,good_quiet,0,669.72,True,152.64,0.354,0.291,655.49
AC100458,bad_detectable,1,635.88,False,0.0,0.458,0.157,376.97
AC100459,good_quiet,0,1102.6,True,301.38,0.491,0.232,1571.16
AC100460,good_quiet,0,842.54,True,213.79,0.365,0.163,814.6
AC100461,good_quiet,0,711.49,True,178.42,0.47,0.241,1259.56
AC100462,good_quiet,0,693.68,False,0.0,0.426,0.183,1329.25
AC100463,bad_detectable,1,570.97,True,116.63,0.405,0.203,734.84
AC100464,good_quiet,0,443.5,True,94.92,0.473,0.174,290.61
AC100465,good_quiet,0,641.2,True,166.43,0.438,0.266,698.31
AC100466,good_quiet,0,569.61,True,104.74,0.399,0.224,589.25
AC100467,good_quiet,0,565.14,True,140.04,0.45,0.198,576.06
AC100468,good_false_alarm,0,925.34,True,195.68,0.4,0.254,1361.28
AC100469,good_quiet,0,546.65,False,0.0,0.355,0.278,407.13
AC100470,good_quiet,0,636.29,True,115.18,0.487,0.218,1228.93
AC100471,bad_detectable,1,914.68,False,0.0,0.488,0.234,735.41
AC100472,bad_detectable,1,556.47,False,0.0,0.416,0.19,393.66
AC100473,bad_detectable,1,879.26,True,223.37,0.489,0.161,584.93
AC100474,bad_detectable,1,688.77,True,181.45,0.429,0.286,1251.48
AC100475,good_quiet,0,593.2,True,136.79,0.365,0.249,415.81
AC100476,bad_detectable,1,589.04,True,123.67,0.385,0.243,989.69
AC100477,good_quiet,0,1173.35,False,0.0,0.401,0.249,1295.28
AC100478,good_quiet,0,691.68,True,130.48,0.482,0.289,1198.29
AC100479,good_quiet,0,490.28,True,136.52,0.387,0.161,658.4
AC100480,good_quiet,0,454.92,True,82.21,0.439,0.19,355.65
AC100481,good_quiet,0,770.44,True,206.4,0.401,0.252,1259.53
AC100482,good_quiet,0,594.47,False,0.0,0.454,0.234,298.12
AC100483,good_quiet,0,525.36,False,0.0,0.467,0.291,973.73
AC100484,good_quiet,0,703.47,False,0.0,0.418,0.268,358.82
AC100485,good_quiet,0,754.55,False,0.0,0.469,0.243,718.24
AC100486,good_quiet,0,446.38,False,0.0,0.416,0.217,593.02
AC100487,good_quiet,0,802.2,True,179.08,0.474,0.286,1522.7
AC100488,good_quiet,0,867.57,True,217.35,0.476,0.234,1344.71
AC100489,good_quiet,0,1166.62,True,268.13,0.438,0.15,2081.18
AC100490,good_quiet,0,320.25,True,83.79,0.458,0.264,348.46
AC100491,good_quiet,0,904.62,True,214.44,0.35,0.247,1426.83
AC100492,good_quiet,0,461.52,True,120.45,0.452,0.192,894.7
AC100493,good_quiet,0,857.78,False,0.0,0.496,0.288,1400.81
AC100494,good_quiet,0,415.4,True,97.34,0.465,0.228,748.69
AC100495,bad_detectable,1,1300.84,True,299.97,0.415,0.166,949.99
AC100496,good_quiet,0,915.51,True,166.3,0.421,0.175,1426.08
AC100497,good_quiet,0,836.65,True,200.14,0.373,0.196,1533.73
AC100498,good_quiet,0,851.71,False,0.0,0.384,0.2,1027.53
AC100499,good_quiet,0,772.0,False,0.0,0.367,0.278,1386.14
AC100500,bad_detectable,1,902.09,True,209.21,0.394,0.27,1125.28
AC100501,good_quiet,0,307.61,True,77.24,0.426,0.286,238.91
AC100502,good_quiet,0,914.28,False,0.0,0.479,0.222,1605.29
AC100503,good_quiet,0,713.3,False,0.0,0.371,0.196,833.57
AC100504,good_quiet,0,588.91,True,154.3,0.389,0.262,359.57
AC100505,good_quiet,0,599.42,False,0.0,0.41,0.258,1122.54
AC100506,bad_detectable,1,428.51,True,97.88,0.467,0.194,730.95
AC100507,good_quiet,0,777.22,True,143.35,0.5,0.28,1417.86
AC100508,bad_shock,1,736.45,True,153.68,0.37,0.225,611.3
AC100509,good_false_alarm,0,503.91,True,97.92,0.387,0.18,422.61
AC100510,good_quiet,0,409.0,True,110.03,0.44,0.254,428.74
AC100511,good_quiet,0,735.2,True,203.23,0.443,0.192,864.87
AC100512,good_quiet,0,488.83,True,115.4,0.483,0.251,715.69
AC100513,good_quiet,0,517.91,True,143.21,0.44,0.212,716.54
AC100514,bad_detectable,1,429.38,False,0.0,0.382,0.271,558.86
AC100515,bad_detectable,1,750.23,False,0.0,0.376,0.158,1225.74
AC100516,good_quiet,0,612.48,True,162.87,0.395,0.182,590.35
AC100517,good_quiet,0,875.48,True,164.85,0.374,0.213,1592.68
AC100518,good_quiet,0,525.34,True,142.28,0.484,0.252,452.16
AC100519,good_quiet,0,814.63,True,157.11,0.407,0.236,847.13
AC100520,good_false_alarm,0,454.27,True,97.48,0.469,0.282,446.57
AC100521,good_quiet,0,760.38,True,192.97,0.376,0.214,935.7
AC100522,good_quiet,0,1059.56,True,227.59,0.493,0.242,1135.97
AC100523,good_quiet,0,861.87,True,163.09,0.431,0.263,978.55
AC100524,good_quiet,0,497.23,True,90.73,0.415,0.283,430.65
AC100525,good_quiet,0,878.83,True,163.53,0.373,0.2,1322.76
AC100526,good_quiet,0,521.82,False,0.0,0.48,0.264,1037.57
AC100527,bad_detectable,1,660.62,False,0.0,0.475,0.26,1124.84
AC100528,good_quiet,0,517.23,True,119.74,0.478,0.215,894.6
AC100529,good_false_alarm,0,706.3,False,0.0,0.387,0.256,1155.07
AC100530,good_quiet,0,590.56,True,140.5,0.375,0.296,521.19
AC100531,bad_detectable,1,1072.03,False,0.0,0.416,0.182,839.87
AC100532,bad_detectable,1,599.13,True,150.8,0.388,0.281,577.77
AC100533,good_quiet,0,725.7,True,163.34,0.463,0.22,737.11
AC100534,good_quiet,0,681.9,True,186.01,0.375,0.298,675.34
AC100535,good_quiet,0,1296.86,True,241.01,0.469,0.227,1303.97
AC100536,good_quiet,0,791.17,True,216.77,0.494,0.252,1366.13
AC100537,good_quiet,0,754.9,True,189.06,0.362,0.264,1466.59
AC100538,good_quiet,0,409.19,False,0.0,0.49,0.184,526.71
AC100539,good_quiet,0,448.21,False,0.0,0.369,0.202,693.47
AC100540,good_quiet,0,494.5,True,90.16,0.373,0.234,731.69
AC100541,good_quiet,0,589.68,False,0.0,0.412,0.191,308.62
AC100542,good_quiet,0,494.4,True,97.8,0.353,0.174,741.18
AC100543,good_quiet,0,660.6,False,0.0,0.47,0.235,466.6
AC100544,good_quiet,0,1056.19,True,235.62,0.409,0.214,971.42
AC100545,good_quiet,0,830.85,False,0.0,0.465,0.244,1086.35
AC100546,bad_detectable,1,547.94,False,0.0,0.432,0.191,543.43
AC100547,good_quiet,0,357.46,True,86.54,0.412,0.221,334.39
AC100548,bad_detectable,1,503.99,True,92.73,0.469,0.192,767.99
AC100549,good_quiet,0,546.27,True,150.72,0.426,0.26,851.19
AC100550,good_quiet,0,347.8,True,77.35,0.392,0.205,377.86
AC100551,bad_detectable,1,978.86,True,254.92,0.416,0.256,609.01
AC100552,good_quiet,0,753.03,True,161.43,0.492,0.199,1013.35
AC100553,good_quiet,0,634.01,True,143.73,0.406,0.181,423.06
AC100554,good_quiet,0,1231.12,False,0.0,0.412,0.15,2375.32
AC100555,bad_detectable,1,547.01,True,137.71,0.487,0.257,653.92
AC100556,good_quiet,0,807.55,False,0.0,0.477,0.289,712.38
AC100557,good_quiet,0,581.31,True,134.62,0.428,0.289,831.34
AC100558,good_quiet,0,485.83,True,93.93,0.379,0.172,833.41
AC100559,bad_detectable,1,540.54,True,117.53,0.45,0.272,984.79
AC100560,good_quiet,0,1122.25,True,255.26,0.48,0.208,1227.6
AC100561,good_quiet,0,579.29,True,135.83,0.449,0.215,478.93
AC100562,good_quiet,0,463.29,True,126.15,0.381,0.234,604.56
AC100563,good_quiet,0,795.78,True,215.65,0.43,0.238,1006.86
AC100564,bad_detectable,1,720.96,True,148.77,0.401,0.247,898.71
AC100565,good_quiet,0,489.39,True,97.43,0.441,0.177,891.95
AC100566,good_quiet,0,337.55,True,90.32,0.394,0.214,654.36
AC100567,good_quiet,0,834.57,False,0.0,0.36,0.239,1655.46
AC100568,good_quiet,0,752.24,True,165.19,0.397,0.169,1160.1
AC100569,bad_detectable,1,547.53,True,103.5,0.425,0.174,628.64
AC100570,good_quiet,0,412.13,True,95.69,0.38,0.161,331.13
AC100571,good_quiet,0,498.95,True,114.43,0.448,0.163,579.54
AC100572,good_quiet,0,424.77,True,92.26,0.361,0.183,509.78
AC100573,good_quiet,0,402.67,False,0.0,0.497,0.213,250.07
AC100574,good_quiet,0,819.63,True,148.69,0.364,0.218,827.41
AC100575,good_quiet,0,450.44,False,0.0,0.404,0.278,388.04
AC100576,bad_detectable,1,550.3,True,126.31,0.373,0.174,780.51
AC100577,good_quiet,0,746.42,False,0.0,0.356,0.235,987.06
AC100578,bad_detectable,1,652.85,True,123.24,0.458,0.183,515.8
AC100579,bad_detectable,1,846.67,False,0.0,0.492,0.248,1265.25
AC100580,good_quiet,0,766.15,True,165.11,0.446,0.232,525.6
AC100581,good_quiet,0,696.58,True,184.37,0.407,0.273,810.53
AC100582,good_quiet,0,637.51,True,173.7,0.422,0.189,549.68
AC100583,good_quiet,0,655.93,False,0.0,0.492,0.25,866.32
AC100584,good_quiet,0,486.32,False,0.0,0.477,0.194,938.66
AC100585,good_quiet,0,597.74,False,0.0,0.495,0.256,443.72
AC100586,bad_detectable,1,452.51,True,117.16,0.392,0.254,844.0
AC100587,good_quiet,0,725.18,True,160.97,0.376,0.154,804.88
AC100588,bad_detectable,1,573.55,True,112.2,0.418,0.205,522.67
AC100589,good_quiet,0,473.03,True,128.82,0.431,0.243,288.48
AC100590,good_quiet,0,512.55,True,131.46,0.475,0.178,424.86
AC100591,good_quiet,0,889.18,True,215.34,0.453,0.286,838.1
AC100592,bad_shock,1,766.14,True,161.34,0.486,0.164,1201.31
AC100593,good_quiet,0,1187.92,False,0.0,0.428,0.198,2068.9
AC100594,good_quiet,0,580.93,True,149.17,0.39,0.238,1044.38
AC100595,bad_detectable,1,476.46,True,131.08,0.47,0.283,513.56
AC100596,good_quiet,0,553.02,True,126.05,0.47,0.286,883.02
AC100597,good_quiet,0,646.01,True,149.25,0.426,0.153,810.46
AC100598,good_quiet,0,392.2,False,0.0,0.469,0.209,507.29
AC100599,good_quiet,0,610.95,True,138.96,0.388,0.155,938.18
AC100600,good_quiet,0,794.1,True,162.79,0.431,0.216,961.63
AC100601,good_quiet,0,798.74,True,216.27,0.361,0.218,647.82
AC100602,good_quiet,0,692.61,True,184.24,0.409,0.246,604.87
AC100603,bad_detectable,1,601.91,True,140.64,0.419,0.294,939.14
AC100604,good_quiet,0,549.3,False,0.0,0.433,0.242,1086.95
AC100605,good_quiet,0,667.96,False,0.0,0.459,0.169,1034.75
AC100606,good_quiet,0,356.48,False,0.0,0.471,0.166,249.85
AC100607,good_quiet,0,497.25,True,93.52,0.459,0.233,872.1
AC100608,good_quiet,0,757.23,True,145.2,0.483,0.176,494.88
AC100609,good_quiet,0,574.72,False,0.0,0.366,0.242,930.63
AC100610,good_quiet,0,656.82,True,122.28,0.417,0.18,1017.36
AC100611,bad_detectable,1,525.27,True,100.51,0.435,0.178,797.61
AC100612,good_quiet,0,458.05,True,90.77,0.352,0.2,334.02
AC100613,good_quiet,0,603.12,False,0.0,0.44,0.176,805.16
AC100614,good_quiet,0,633.98,False,0.0,0.355,0.26,1052.08
AC100615,good_quiet,0,456.58,True,99.73,0.48,0.231,677.09
AC100616,good_quiet,0,568.93,False,0.0,0.421,0.226,897.2
AC100617,good_quiet,0,624.1,False,0.0,0.353,0.179,1061.15
AC100618,good_quiet,0,484.62,True,96.28,0.43,0.277,293.67
AC100619,good_quiet,0,762.48,True,210.15,0.392,0.294,1396.5
AC100620,good_quiet,0,723.01,False,0.0,0.453,0.227,820.17
AC100621,bad_detectable,1,942.47,False,0.0,0.464,0.3,1147.71
AC100622,good_false_alarm,0,446.82,True,82.31,0.411,0.279,417.18
AC100623,good_quiet,0,668.27,True,161.42,0.369,0.284,490.79
AC100624,good_quiet,0,571.53,True,159.7,0.441,0.163,341.73
AC100625,bad_detectable,1,457.52,True,119.39,0.41,0.217,633.17
AC100626,good_quiet,0,489.7,True,123.1,0.5,0.203,253.82
AC100627,good_false_alarm,0,652.02,True,139.81,0.491,0.244,834.93
AC100628,good_quiet,0,620.42,False,0.0,0.35,0.243,1180.12
AC100629,bad_detectable,1,768.21,False,0.0,0.41,0.274,1018.84
AC100630,good_quiet,0,428.21,True,100.67,0.359,0.261,753.68
AC100631,good_quiet,0,892.2,True,244.44,0.36,0.221,1570.61
AC100632,good_quiet,0,801.77,True,146.32,0.427,0.272,554.14
AC100633,good_quiet,0,482.99,False,0.0,0.492,0.265,876.99
AC100634,good_quiet,0,700.88,False,0.0,0.377,0.16,1040.06
AC100635,good_quiet,0,558.51,False,0.0,0.454,0.293,542.22
AC100636,good_quiet,0,353.85,False,0.0,0.386,0.231,526.95
AC100637,bad_detectable,1,961.65,False,0.0,0.368,0.221,1330.12
AC100638,bad_detectable,1,491.37,True,94.29,0.427,0.175,680.95
AC100639,good_quiet,0,1239.44,True,334.19,0.354,0.228,1214.84
AC100640,good_quiet,0,464.76,True,122.79,0.487,0.195,339.91
AC100641,good_quiet,0,1175.3,True,235.18,0.464,0.228,1739.56
AC100642,good_quiet,0,374.7,True,74.2,0.463,0.174,624.79
AC100643,good_quiet,0,516.02,False,0.0,0.353,0.191,620.52
AC100644,good_quiet,0,504.79,False,0.0,0.406,0.281,376.14
AC100645,good_quiet,0,1351.62,True,343.65,0.373,0.189,2247.54
AC100646,good_quiet,0,740.0,True,133.37,0.427,0.196,570.15
AC100647,bad_detectable,1,466.51,True,111.6,0.407,0.178,329.9
AC100648,bad_detectable,1,556.74,True,150.43,0.475,0.206,759.26
AC100649,good_quiet,0,1109.84,True,232.66,0.395,0.156,1078.8
AC100650,good_quiet,0,656.64,False,0.0,0.366,0.219,703.93
AC100651,bad_detectable,1,548.56,True,99.85,0.476,0.296,811.92
AC100652,good_quiet,0,606.13,True,118.13,0.438,0.157,1052.71
AC100653,good_quiet,0,873.36,True,185.78,0.495,0.176,634.9
AC100654,good_quiet,0,571.11,True,159.45,0.385,0.286,524.23
AC100655,bad_detectable,1,619.52,True,142.22,0.448,0.23,530.77
AC100656,bad_shock,1,300.67,True,73.24,0.469,0.186,540.22
AC100657,good_quiet,0,725.14,False,0.0,0.367,0.193,942.99
AC100658,good_quiet,0,588.63,False,0.0,0.499,0.166,533.94
AC100659,good_quiet,0,1017.7,True,233.45,0.478,0.266,537.63
AC100660,good_quiet,0,552.49,True,124.88,0.37,0.21,617.39
AC100661,bad_detectable,1,1117.06,False,0.0,0.398,0.238,1422.68
AC100662,good_quiet,0,358.81,True,75.36,0.415,0.195,590.17
AC100663,good_quiet,0,479.9,True,106.24,0.466,0.278,767.85
AC100664,good_quiet,0,849.67,False,0.0,0.452,0.185,1126.77
AC100665,good_quiet,0,690.01,True,169.33,0.422,0.225,438.21
AC100666,good_quiet,0,782.16,False,0.0,0.371,0.205,448.18
AC100667,good_quiet,0,560.57,False,0.0,0.424,0.203,511.42
AC100668,bad_shock,1,305.39,True,77.13,0.393,0.161,465.69
AC100669,good_quiet,0,654.41,True,134.18,0.462,0.265,1038.0
AC100670,good_quiet,0,749.29,False,0.0,0.499,0.186,682.87
AC100671,good_quiet,0,531.37,True,130.75,0.463,0.156,707.06
AC100672,good_quiet,0,917.94,True,245.67,0.374,0.205,1627.51
AC100673,good_quiet,0,721.44,False,0.0,0.362,0.223,442.24
AC100674,good_quiet,0,777.73,False,0.0,0.477,0.297,1172.84
AC100675,bad_detectable,1,700.97,True,190.16,0.447,0.283,598.05
AC100676,bad_detectable,1,450.04,True,90.52,0.497,0.215,347.75
AC100677,good_quiet,0,727.92,True,198.21,0.498,0.248,1128.18
AC100678,good_quiet,0,386.12,False,0.0,0.383,0.166,756.75
AC100679,good_quiet,0,1138.56,True,281.81,0.42,0.198,1059.05
AC100680,good_quiet,0,612.59,True,137.63,0.427,0.182,1168.78
AC100681,good_quiet,0,614.68,False,0.0,0.366,0.243,1090.57
AC100682,good_quiet,0,449.12,True,92.74,0.391,0.217,444.15
AC100683,good_quiet,0,598.43,True,110.89,0.401,0.253,457.07
AC100684,good_quiet,0,1217.99,True,219.35,0.421,0.156,1107.65
AC100685,good_quiet,0,441.28,False,0.0,0.382,0.197,527.57
AC100686,good_false_alarm,0,463.4,False,0.0,0.369,0.169,521.37
AC100687,bad_detectable,1,681.84,True,161.89,0.373,0.253,1278.22
AC100688,good_quiet,0,1147.37,True,253.4,0.472,0.201,2079.43
AC100689,bad_detectable,1,583.84,True,122.98,0.355,0.192,870.02
AC100690,good_quiet,0,250.0,True,46.94,0.481,0.292,142.46
AC100691,good_quiet,0,627.08,False,0.0,0.5,0.202,582.09
AC100692,good_quiet,0,757.6,False,0.0,0.459,0.221,656.72
AC100693,good_false_alarm,0,550.03,False,0.0,0.41,0.25,605.21
AC100694,good_quiet,0,586.19,False,0.0,0.497,0.217,594.09
AC100695,bad_detectable,1,553.65,True,104.44,0.414,0.175,564.51
AC100696,good_quiet,0,847.22,True,228.85,0.435,0.179,861.75
AC100697,good_quiet,0,842.93,True,164.26,0.417,0.231,759.48
AC100698,good_quiet,0,448.86,True,95.9,0.471,0.189,631.89
AC100699,good_quiet,0,560.61,True,152.27,0.401,0.186,1044.96
AC100700,good_quiet,0,1690.74,True,312.71,0.37,0.246,1376.52
AC100701,bad_detectable,1,1237.44,False,0.0,0.393,0.161,686.34
AC100702,bad_detectable,1,351.08,False,0.0,0.367,0.18,454.54
AC100703,bad_detectable,1,250.0,False,0.0,0.432,0.212,496.04
AC100704,good_quiet,0,884.74,True,203.82,0.488,0.226,1024.19
AC100705,good_false_alarm,0,689.85,True,163.47,0.382,0.256,1011.42
AC100706,good_quiet,0,631.21,True,114.0,0.361,0.215,393.17
AC100707,bad_detectable,1,573.33,True,120.89,0.5,0.287,790.03
AC100708,good_quiet,0,1243.24,True,316.98,0.371,0.253,1537.42
AC100709,good_quiet,0,685.4,True,188.85,0.397,0.177,535.5
AC100710,good_quiet,0,443.01,False,0.0,0.464,0.216,360.2
AC100711,good_quiet,0,517.9,True,135.42,0.459,0.211,720.94
AC100712,good_quiet,0,957.65,True,221.93,0.452,0.226,1829.98
AC100713,good_quiet,0,835.17,True,170.07,0.425,0.231,1109.59
AC100714,good_quiet,0,344.66,True,84.96,0.456,0.212,380.25
AC100715,bad_detectable,1,490.1,True,126.78,0.486,0.239,465.13
AC100716,good_quiet,0,1152.54,True,302.72,0.361,0.152,788.86
AC100717,good_quiet,0,473.29,False,0.0,0.414,0.191,541.26
AC100718,bad_shock,1,580.82,True,112.56,0.448,0.17,965.98
AC100719,bad_detectable,1,1424.56,False,0.0,0.471,0.169,897.64
AC100720,good_false_alarm,0,864.03,True,157.54,0.392,0.226,1580.6
AC100721,good_quiet,0,710.05,True,135.99,0.394,0.186,826.35
AC100722,good_quiet,0,709.52,True,145.06,0.454,0.238,907.45
AC100723,bad_detectable,1,876.56,True,217.43,0.408,0.205,635.16
AC100724,bad_detectable,1,991.24,True,263.66,0.477,0.166,1529.05
AC100725,good_quiet,0,257.08,True,57.64,0.39,0.254,313.99
AC100726,bad_shock,1,411.53,True,110.65,0.469,0.225,383.85
AC100727,good_quiet,0,725.3,False,0.0,0.457,0.236,1319.42
AC100728,good_false_alarm,0,1300.35,True,262.24,0.368,0.22,1405.8
AC100729,good_quiet,0,477.57,False,0.0,0.462,0.25,898.13
AC100730,good_quiet,0,559.95,True,109.8,0.391,0.282,678.42
AC100731,bad_detectable,1,552.97,True,126.35,0.457,0.193,904.97
AC100732,bad_detectable,1,567.72,True,138.01,0.373,0.205,900.71
AC100733,good_quiet,0,796.47,False,0.0,0.358,0.239,1573.61
AC100734,good_quiet,0,529.5,False,0.0,0.439,0.267,785.46
AC100735,good_quiet,0,1018.74,True,258.94,0.386,0.297,857.45
AC100736,good_quiet,0,369.41,False,0.0,0.386,0.204,580.7
AC100737,bad_detectable,1,748.62,True,171.16,0.387,0.185,384.68
AC100738,good_quiet,0,891.41,True,215.83,0.444,0.161,869.62
AC100739,good_quiet,0,1326.06,True,293.32,0.42,0.181,2277.93
AC100740,good_quiet,0,540.13,False,0.0,0.384,0.197,400.2
AC100741,good_quiet,0,776.58,True,188.95,0.378,0.288,508.39
AC100742,good_quiet,0,672.14,False,0.0,0.456,0.203,936.46
AC100743,good_quiet,0,451.5,True,102.54,0.403,0.242,373.49
AC100744,good_quiet,0,537.81,False,0.0,0.375,0.157,623.53
AC100745,bad_detectable,1,575.31,True,143.93,0.41,0.185,746.56
AC100746,good_quiet,0,441.96,True,92.43,0.426,0.223,619.31
AC100747,bad_detectable,1,724.03,False,0.0,0.476,0.282,1045.7
AC100748,bad_detectable,1,1358.53,True,288.29,0.439,0.154,694.46
AC100749,bad_detectable,1,774.44,True,187.03,0.38,0.284,608.04
AC100750,good_quiet,0,717.23,True,139.91,0.397,0.21,623.04
AC100751,good_quiet,0,396.1,True,104.2,0.374,0.297,332.04
AC100752,good_quiet,0,825.71,True,158.56,0.473,0.191,1093.16
AC100753,bad_shock,1,711.12,True,131.95,0.375,0.174,677.76
AC100754,bad_detectable,1,592.54,False,0.0,0.427,0.244,614.01
AC100755,good_quiet,0,644.27,True,138.11,0.418,0.226,1273.38
AC100756,good_quiet,0,963.0,True,187.74,0.402,0.258,733.51
AC100757,good_quiet,0,515.33,True,95.42,0.49,0.212,863.63
AC100758,good_quiet,0,563.21,False,0.0,0.394,0.212,922.71
AC100759,good_quiet,0,396.33,True,110.77,0.433,0.253,580.7
AC100760,good_quiet,0,791.2,False,0.0,0.434,0.194,422.66
AC100761,good_quiet,0,357.07,False,0.0,0.418,0.175,332.83
AC100762,bad_detectable,1,715.83,False,0.0,0.376,0.242,1166.84
AC100763,good_quiet,0,512.82,False,0.0,0.44,0.265,297.77
AC100764,bad_detectable,1,661.42,True,139.35,0.415,0.233,878.9
AC100765,good_quiet,0,372.5,True,101.2,0.496,0.195,284.14
AC100766,good_quiet,0,416.61,True,111.42,0.425,0.158,233.23
AC100767,good_quiet,0,468.76,False,0.0,0.443,0.234,458.66
AC100768,good_quiet,0,953.09,True,251.13,0.484,0.223,1755.05
AC100769,bad_detectable,1,612.43,True,115.62,0.421,0.183,363.87
AC100770,bad_detectable,1,926.89,True,209.04,0.395,0.299,1769.7
AC100771,good_quiet,0,487.1,True,123.41,0.405,0.262,334.26
AC100772,good_quiet,0,456.55,False,0.0,0.444,0.276,260.37
AC100773,good_quiet,0,684.61,True,136.38,0.351,0.226,884.84
AC100774,good_quiet,0,567.1,True,102.26,0.451,0.158,1020.36
AC100775,good_quiet,0,602.2,True,162.29,0.436,0.241,916.8
AC100776,good_quiet,0,996.21,True,267.02,0.496,0.216,1012.91
AC100777,good_quiet,0,658.94,True,135.56,0.376,0.176,783.33
AC100778,good_quiet,0,519.81,True,96.27,0.489,0.161,316.97
