account_id,date,category,amount,status,balance_after
AC100230,2026-06-25,ESSENTIAL_SPEND,6.27,SUCCESS,1116.41
AC100230,2026-06-27,ESSENTIAL_SPEND,78.71,SUCCESS,1037.7
AC100231,2025-10-01,SALARY_CREDIT,761.68,SUCCESS,2204.58
AC100231,2025-10-01,ESSENTIAL_SPEND,5.28,SUCCESS,2199.3
AC100231,2025-10-01,DISCRETIONARY_SPEND,7.94,SUCCESS,2191.36
AC100231,2025-10-05,EMI_DEBIT,199.9,SUCCESS,1991.46
AC100231,2025-10-05,ESSENTIAL_SPEND,143.63,SUCCESS,1847.83
AC100231,2025-10-05,CASH_WITHDRAWAL,72.06,SUCCESS,1775.77
AC100231,2025-10-05,CASH_WITHDRAWAL,77.57,SUCCESS,1698.2
AC100231,2025-10-06,ESSENTIAL_SPEND,40.7,SUCCESS,1657.5
AC100231,2025-10-14,DISCRETIONARY_SPEND,129.16,SUCCESS,1528.34
AC100231,2025-10-19,ESSENTIAL_SPEND,182.85,SUCCESS,1345.49
AC100231,2025-11-03,ESSENTIAL_SPEND,96.71,SUCCESS,1248.78
AC100231,2025-11-04,ESSENTIAL_SPEND,8.38,SUCCESS,1240.4
AC100231,2025-11-05,SALARY_CREDIT,761.68,SUCCESS,2002.08
AC100231,2025-11-05,EMI_DEBIT,199.9,SUCCESS,1802.18
AC100231,2025-11-06,CASH_WITHDRAWAL,36.04,SUCCESS,1766.14
AC100231,2025-11-07,DISCRETIONARY_SPEND,74.94,SUCCESS,1691.2
AC100231,2025-11-08,ESSENTIAL_SPEND,127.38,SUCCESS,1563.82
AC100231,2025-11-17,DISCRETIONARY_SPEND,40.55,SUCCESS,1523.27
AC100231,2025-11-19,ESSENTIAL_SPEND,63.69,SUCCESS,1459.58
AC100231,2025-11-25,ESSENTIAL_SPEND,76.3,SUCCESS,1383.28
AC100231,2025-11-26,DISCRETIONARY_SPEND,21.62,SUCCESS,1361.66
AC100231,2025-11-26,CASH_WITHDRAWAL,40.82,SUCCESS,1320.84
AC100231,2025-12-04,SALARY_CREDIT,761.68,SUCCESS,2082.52
AC100231,2025-12-04,CASH_WITHDRAWAL,39.07,SUCCESS,2043.45
AC100231,2025-12-05,EMI_DEBIT,199.9,SUCCESS,1843.55
AC100231,2025-12-05,DISCRETIONARY_SPEND,1.18,SUCCESS,1842.37
AC100231,2025-12-13,ESSENTIAL_SPEND,195.82,SUCCESS,1646.55
AC100231,2025-12-20,DISCRETIONARY_SPEND,135.92,SUCCESS,1510.63
AC100231,2025-12-22,ESSENTIAL_SPEND,57.32,SUCCESS,1453.31
AC100231,2025-12-29,ESSENTIAL_SPEND,119.32,SUCCESS,1333.99
AC100231,2025-12-29,CASH_WITHDRAWAL,58.4,SUCCESS,1275.59
AC100231,2026-01-02,DISCRETIONARY_SPEND,9.61,SUCCESS,1265.98
AC100231,2026-01-02,CASH_WITHDRAWAL,40.92,SUCCESS,1225.06
AC100231,2026-01-04,ESSENTIAL_SPEND,97.66,SUCCESS,1127.4
AC100231,2026-01-04,DISCRETIONARY_SPEND,88.07,SUCCESS,1039.33
AC100231,2026-01-05,SALARY_CREDIT,761.68,SUCCESS,1801.01
AC100231,2026-01-05,EMI_DEBIT,199.9,SUCCESS,1601.11
AC100231,2026-01-09,ESSENTIAL_SPEND,262.57,SUCCESS,1338.54
AC100231,2026-01-23,ESSENTIAL_SPEND,12.23,SUCCESS,1326.31
AC100231,2026-01-23,DISCRETIONARY_SPEND,33.12,SUCCESS,1293.19
AC100231,2026-01-29,DISCRETIONARY_SPEND,6.3,SUCCESS,1286.89
AC100231,2026-01-29,CASH_WITHDRAWAL,54.19,SUCCESS,1232.7
AC100231,2026-02-03,SALARY_CREDIT,761.68,SUCCESS,1994.38
AC100231,2026-02-05,EMI_DEBIT,199.9,SUCCESS,1794.48
AC100231,2026-02-09,ESSENTIAL_SPEND,3.99,SUCCESS,1790.49
AC100231,2026-02-09,DISCRETIONARY_SPEND,29.69,SUCCESS,1760.8
AC100231,2026-02-10,DISCRETIONARY_SPEND,69.68,SUCCESS,1691.12
AC100231,2026-02-12,ESSENTIAL_SPEND,132.36,SUCCESS,1558.76
AC100231,2026-02-20,ESSENTIAL_SPEND,66.98,SUCCESS,1491.78
AC100231,2026-02-20,CASH_WITHDRAWAL,52.8,SUCCESS,1438.98
AC100231,2026-02-22,DISCRETIONARY_SPEND,37.73,SUCCESS,1401.25
AC100231,2026-02-26,ESSENTIAL_SPEND,13.25,SUCCESS,1388.0
AC100231,2026-02-28,ESSENTIAL_SPEND,155.88,SUCCESS,1232.12
AC100231,2026-03-02,SALARY_CREDIT,761.68,SUCCESS,1993.8
AC100231,2026-03-02,DISCRETIONARY_SPEND,72.42,SUCCESS,1921.38
AC100231,2026-03-05,EMI_DEBIT,199.9,SUCCESS,1721.48
AC100231,2026-03-06,ESSENTIAL_SPEND,144.94,SUCCESS,1576.54
AC100231,2026-03-06,DISCRETIONARY_SPEND,64.68,SUCCESS,1511.86
AC100231,2026-03-08,ESSENTIAL_SPEND,0.85,SUCCESS,1511.01
AC100231,2026-03-19,ESSENTIAL_SPEND,65.39,SUCCESS,1445.62
AC100231,2026-03-21,CASH_WITHDRAWAL,55.76,SUCCESS,1389.86
AC100231,2026-03-25,ESSENTIAL_SPEND,161.27,SUCCESS,1228.59
AC100231,2026-04-01,ESSENTIAL_SPEND,7.58,SUCCESS,1221.01
AC100231,2026-04-01,CASH_WITHDRAWAL,30.33,SUCCESS,1190.68
AC100231,2026-04-03,DISCRETIONARY_SPEND,105.99,SUCCESS,1084.69
AC100231,2026-04-04,SALARY_CREDIT,761.68,SUCCESS,1846.37
AC100231,2026-04-05,EMI_DEBIT,199.9,SUCCESS,1646.47
AC100231,2026-04-13,ESSENTIAL_SPEND,111.16,SUCCESS,1535.31
AC100231,2026-04-14,CASH_WITHDRAWAL,59.3,SUCCESS,1476.01
AC100231,2026-04-21,ESSENTIAL_SPEND,101.72,SUCCESS,1374.29
AC100231,2026-04-26,ESSENTIAL_SPEND,152.0,SUCCESS,1222.29
AC100231,2026-04-26,DISCRETIONARY_SPEND,31.11,SUCCESS,1191.18
AC100231,2026-05-04,DISCRETIONARY_SPEND,4.35,SUCCESS,1186.83
AC100231,2026-05-05,SALARY_CREDIT,761.68,SUCCESS,1948.51
AC100231,2026-05-05,EMI_DEBIT,199.9,SUCCESS,1748.61
AC100231,2026-05-05,CASH_WITHDRAWAL,78.37,SUCCESS,1670.24
AC100231,2026-05-06,ESSENTIAL_SPEND,214.27,SUCCESS,1455.97
AC100231,2026-05-08,ESSENTIAL_SPEND,2.22,SUCCESS,1453.75
AC100231,2026-05-09,ESSENTIAL_SPEND,72.17,SUCCESS,1381.58
AC100231,2026-05-15,ESSENTIAL_SPEND,69.95,SUCCESS,1311.63
AC100231,2026-05-16,ESSENTIAL_SPEND,13.85,SUCCESS,1297.78
AC100231,2026-05-17,DISCRETIONARY_SPEND,68.85,SUCCESS,1228.93
AC100231,2026-05-25,DISCRETIONARY_SPEND,63.9,SUCCESS,1165.03
AC100231,2026-06-05,SALARY_CREDIT,761.68,SUCCESS,1926.71
AC100231,2026-06-05,EMI_DEBIT,199.9,SUCCESS,1726.81
AC100231,2026-06-07,ESSENTIAL_SPEND,55.93,SUCCESS,1670.88
AC100231,2026-06-09,CASH_WITHDRAWAL,69.23,SUCCESS,1601.65
AC100231,2026-06-10,ESSENTIAL_SPEND,74.98,SUCCESS,1526.67
AC100231,2026-06-10,CASH_WITHDRAWAL,59.44,SUCCESS,1467.23
AC100231,2026-06-13,DISCRETIONARY_SPEND,0.4,SUCCESS,1466.83
AC100231,2026-06-14,ESSENTIAL_SPEND,13.51,SUCCESS,1453.32
AC100231,2026-06-14,ESSENTIAL_SPEND,170.48,SUCCESS,1282.84
AC100231,2026-06-14,DISCRETIONARY_SPEND,31.25,SUCCESS,1251.59
AC100231,2026-06-21,DISCRETIONARY_SPEND,49.63,SUCCESS,1201.96
AC100231,2026-06-21,DISCRETIONARY_SPEND,55.82,SUCCESS,1146.14
AC100231,2026-06-26,ESSENTIAL_SPEND,32.61,SUCCESS,1113.53
AC100231,2026-06-30,ESSENTIAL_SPEND,24.95,SUCCESS,1088.58
AC100232,2025-10-01,SALARY_CREDIT,621.08,SUCCESS,1642.47
AC100232,2025-10-07,ESSENTIAL_SPEND,73.58,SUCCESS,1568.89
AC100232,2025-10-10,DISCRETIONARY_SPEND,21.87,SUCCESS,1547.02
AC100232,2025-10-10,CASH_WITHDRAWAL,56.61,SUCCESS,1490.41
AC100232,2025-10-12,DISCRETIONARY_SPEND,2.83,SUCCESS,1487.58
AC100232,2025-10-12,DISCRETIONARY_SPEND,14.39,SUCCESS,1473.19
AC100232,2025-10-20,CASH_WITHDRAWAL,20.22,SUCCESS,1452.97
AC100232,2025-10-22,ESSENTIAL_SPEND,11.38,SUCCESS,1441.59
AC100232,2025-10-25,ESSENTIAL_SPEND,221.23,SUCCESS,1220.36
AC100232,2025-10-25,DISCRETIONARY_SPEND,55.32,SUCCESS,1165.04
AC100232,2025-11-01,SALARY_CREDIT,621.08,SUCCESS,1786.12
AC100232,2025-11-04,CASH_WITHDRAWAL,43.73,SUCCESS,1742.39
AC100232,2025-11-08,DISCRETIONARY_SPEND,50.5,SUCCESS,1691.89
AC100232,2025-11-08,CASH_WITHDRAWAL,27.62,SUCCESS,1664.27
AC100232,2025-11-17,ESSENTIAL_SPEND,83.08,SUCCESS,1581.19
AC100232,2025-11-19,ESSENTIAL_SPEND,20.26,SUCCESS,1560.93
AC100232,2025-11-19,DISCRETIONARY_SPEND,43.91,SUCCESS,1517.02
AC100232,2025-11-21,ESSENTIAL_SPEND,91.58,SUCCESS,1425.44
AC100232,2025-11-26,ESSENTIAL_SPEND,111.27,SUCCESS,1314.17
AC100232,2025-12-02,ESSENTIAL_SPEND,244.51,SUCCESS,1069.66
AC100232,2025-12-04,SALARY_CREDIT,621.08,SUCCESS,1690.74
AC100232,2025-12-04,ESSENTIAL_SPEND,26.32,SUCCESS,1664.42
AC100232,2025-12-04,CASH_WITHDRAWAL,69.11,SUCCESS,1595.31
AC100232,2025-12-07,ESSENTIAL_SPEND,35.36,SUCCESS,1559.95
AC100232,2025-12-26,DISCRETIONARY_SPEND,67.72,SUCCESS,1492.23
AC100232,2025-12-30,DISCRETIONARY_SPEND,26.68,SUCCESS,1465.55
AC100232,2026-01-02,SALARY_CREDIT,621.08,SUCCESS,2086.63
AC100232,2026-01-03,ESSENTIAL_SPEND,46.57,SUCCESS,2040.06
AC100232,2026-01-04,ESSENTIAL_SPEND,11.11,SUCCESS,2028.95
AC100232,2026-01-07,ESSENTIAL_SPEND,52.63,SUCCESS,1976.32
AC100232,2026-01-09,ESSENTIAL_SPEND,0.05,SUCCESS,1976.27
AC100232,2026-01-16,ESSENTIAL_SPEND,91.81,SUCCESS,1884.46
AC100232,2026-01-17,DISCRETIONARY_SPEND,83.66,SUCCESS,1800.8
AC100232,2026-01-23,ESSENTIAL_SPEND,104.01,SUCCESS,1696.79
AC100232,2026-01-24,DISCRETIONARY_SPEND,10.74,SUCCESS,1686.05
AC100232,2026-01-31,CASH_WITHDRAWAL,27.35,SUCCESS,1658.7
AC100232,2026-02-02,SALARY_CREDIT,621.08,SUCCESS,2279.78
AC100232,2026-02-02,ESSENTIAL_SPEND,164.49,SUCCESS,2115.29
AC100232,2026-02-02,CASH_WITHDRAWAL,56.85,SUCCESS,2058.44
AC100232,2026-02-03,CASH_WITHDRAWAL,70.31,SUCCESS,1988.13
AC100232,2026-02-13,DISCRETIONARY_SPEND,57.86,SUCCESS,1930.27
AC100232,2026-02-19,ESSENTIAL_SPEND,4.46,SUCCESS,1925.81
AC100232,2026-02-24,ESSENTIAL_SPEND,137.24,SUCCESS,1788.57
AC100232,2026-02-24,DISCRETIONARY_SPEND,36.55,SUCCESS,1752.02
AC100232,2026-03-02,DISCRETIONARY_SPEND,72.4,SUCCESS,1679.62
AC100232,2026-03-03,SALARY_CREDIT,621.08,SUCCESS,2300.7
AC100232,2026-03-05,ESSENTIAL_SPEND,63.98,SUCCESS,2236.72
AC100232,2026-03-06,CASH_WITHDRAWAL,55.87,SUCCESS,2180.85
AC100232,2026-03-14,ESSENTIAL_SPEND,198.77,SUCCESS,1982.08
AC100232,2026-03-15,ESSENTIAL_SPEND,4.08,SUCCESS,1978.0
AC100232,2026-03-19,ESSENTIAL_SPEND,39.36,SUCCESS,1938.64
AC100232,2026-03-21,CASH_WITHDRAWAL,76.17,SUCCESS,1862.47
AC100232,2026-03-25,DISCRETIONARY_SPEND,3.85,SUCCESS,1858.62
AC100232,2026-03-25,DISCRETIONARY_SPEND,18.16,SUCCESS,1840.46
AC100232,2026-04-02,SALARY_CREDIT,564.28,SUCCESS,2404.74
AC100232,2026-04-03,ESSENTIAL_SPEND,206.09,SUCCESS,2198.65
AC100232,2026-04-09,DISCRETIONARY_SPEND,53.1,SUCCESS,2145.55
AC100232,2026-04-11,ESSENTIAL_SPEND,1.6,SUCCESS,2143.95
AC100232,2026-04-20,CASH_WITHDRAWAL,60.73,SUCCESS,2083.22
AC100232,2026-04-23,ESSENTIAL_SPEND,45.37,SUCCESS,2037.85
AC100232,2026-04-24,ESSENTIAL_SPEND,104.43,SUCCESS,1933.42
AC100232,2026-04-26,DISCRETIONARY_SPEND,4.81,SUCCESS,1928.61
AC100232,2026-04-29,CASH_WITHDRAWAL,51.56,SUCCESS,1877.05
AC100232,2026-04-30,DISCRETIONARY_SPEND,17.78,SUCCESS,1859.27
AC100232,2026-05-01,DISCRETIONARY_SPEND,31.05,SUCCESS,1828.22
AC100232,2026-05-04,ESSENTIAL_SPEND,10.43,SUCCESS,1817.79
AC100232,2026-05-05,ESSENTIAL_SPEND,66.17,SUCCESS,1751.62
AC100232,2026-05-06,ESSENTIAL_SPEND,17.21,SUCCESS,1734.41
AC100232,2026-05-08,ESSENTIAL_SPEND,105.27,SUCCESS,1629.14
AC100232,2026-05-09,DISCRETIONARY_SPEND,4.65,SUCCESS,1624.49
AC100232,2026-05-09,DISCRETIONARY_SPEND,6.28,SUCCESS,1618.21
AC100232,2026-05-10,SALARY_CREDIT,502.0,SUCCESS,2120.21
AC100232,2026-05-11,ESSENTIAL_SPEND,62.27,SUCCESS,2057.94
AC100232,2026-05-15,ESSENTIAL_SPEND,147.42,SUCCESS,1910.52
AC100232,2026-05-19,CASH_WITHDRAWAL,68.81,SUCCESS,1841.71
AC100232,2026-05-30,CASH_WITHDRAWAL,27.63,SUCCESS,1814.08
AC100232,2026-05-31,DISCRETIONARY_SPEND,15.0,SUCCESS,1799.08
AC100232,2026-06-03,CASH_WITHDRAWAL,61.47,SUCCESS,1737.61
AC100232,2026-06-06,CASH_WITHDRAWAL,69.63,SUCCESS,1667.98
AC100232,2026-06-10,SALARY_CREDIT,504.59,SUCCESS,2172.57
AC100232,2026-06-17,ESSENTIAL_SPEND,380.8,SUCCESS,1791.77
AC100232,2026-06-21,ESSENTIAL_SPEND,44.37,SUCCESS,1747.4
AC100232,2026-06-28,HIGH_RISK_SPEND,80.38,SUCCESS,1667.02
AC100232,2026-06-29,DISCRETIONARY_SPEND,10.7,SUCCESS,1656.32
AC100232,2026-06-30,ESSENTIAL_SPEND,34.89,SUCCESS,1621.43
AC100232,2026-06-30,DISCRETIONARY_SPEND,27.57,SUCCESS,1593.86
AC100233,2025-10-01,SALARY_CREDIT,757.01,SUCCESS,2100.47
AC100233,2025-10-01,ESSENTIAL_SPEND,62.51,SUCCESS,2037.96
AC100233,2025-10-07,ESSENTIAL_SPEND,86.1,SUCCESS,1951.86
AC100233,2025-10-09,ESSENTIAL_SPEND,1.74,SUCCESS,1950.12
AC100233,2025-10-11,DISCRETIONARY_SPEND,8.66,SUCCESS,1941.46
AC100233,2025-10-16,DISCRETIONARY_SPEND,82.14,SUCCESS,1859.32
AC100233,2025-10-19,ESSENTIAL_SPEND,13.58,SUCCESS,1845.74
AC100233,2025-10-22,CASH_WITHDRAWAL,23.61,SUCCESS,1822.13
AC100233,2025-10-23,ESSENTIAL_SPEND,156.45,SUCCESS,1665.68
AC100233,2025-10-26,DISCRETIONARY_SPEND,31.84,SUCCESS,1633.84
AC100233,2025-10-28,ESSENTIAL_SPEND,7.4,SUCCESS,1626.44
AC100233,2025-10-28,CASH_WITHDRAWAL,34.98,SUCCESS,1591.46
AC100233,2025-11-04,SALARY_CREDIT,757.01,SUCCESS,2348.47
AC100233,2025-11-08,DISCRETIONARY_SPEND,64.04,SUCCESS,2284.43
AC100233,2025-11-08,CASH_WITHDRAWAL,42.28,SUCCESS,2242.15
AC100233,2025-11-09,ESSENTIAL_SPEND,21.19,SUCCESS,2220.96
AC100233,2025-11-11,ESSENTIAL_SPEND,79.11,SUCCESS,2141.85
AC100233,2025-11-13,ESSENTIAL_SPEND,41.87,SUCCESS,2099.98
AC100233,2025-11-13,ESSENTIAL_SPEND,139.68,SUCCESS,1960.3
AC100233,2025-11-15,DISCRETIONARY_SPEND,21.46,SUCCESS,1938.84
AC100233,2025-11-23,ESSENTIAL_SPEND,45.94,SUCCESS,1892.9
AC100233,2025-11-27,DISCRETIONARY_SPEND,34.05,SUCCESS,1858.85
AC100233,2025-11-27,CASH_WITHDRAWAL,62.06,SUCCESS,1796.79
AC100233,2025-11-30,DISCRETIONARY_SPEND,3.09,SUCCESS,1793.7
AC100233,2025-12-01,DISCRETIONARY_SPEND,43.29,SUCCESS,1750.41
AC100233,2025-12-01,CASH_WITHDRAWAL,39.21,SUCCESS,1711.2
AC100233,2025-12-02,SALARY_CREDIT,757.01,SUCCESS,2468.21
AC100233,2025-12-09,CASH_WITHDRAWAL,55.77,SUCCESS,2412.44
AC100233,2025-12-13,ESSENTIAL_SPEND,236.66,SUCCESS,2175.78
AC100233,2025-12-17,DISCRETIONARY_SPEND,64.47,SUCCESS,2111.31
AC100233,2025-12-18,DISCRETIONARY_SPEND,14.88,SUCCESS,2096.43
AC100233,2025-12-20,ESSENTIAL_SPEND,41.68,SUCCESS,2054.75
AC100233,2025-12-20,ESSENTIAL_SPEND,49.45,SUCCESS,2005.3
AC100233,2026-01-03,ESSENTIAL_SPEND,9.85,SUCCESS,1995.45
AC100233,2026-01-04,DISCRETIONARY_SPEND,40.84,SUCCESS,1954.61
AC100233,2026-01-05,SALARY_CREDIT,757.01,SUCCESS,2711.62
AC100233,2026-01-11,ESSENTIAL_SPEND,94.24,SUCCESS,2617.38
AC100233,2026-01-21,ESSENTIAL_SPEND,148.07,SUCCESS,2469.31
AC100233,2026-01-24,ESSENTIAL_SPEND,2.52,SUCCESS,2466.79
AC100233,2026-01-25,CASH_WITHDRAWAL,69.03,SUCCESS,2397.76
AC100233,2026-01-29,ESSENTIAL_SPEND,73.11,SUCCESS,2324.65
AC100233,2026-01-29,DISCRETIONARY_SPEND,81.8,SUCCESS,2242.85
AC100233,2026-01-30,CASH_WITHDRAWAL,30.68,SUCCESS,2212.17
AC100233,2026-02-03,SALARY_CREDIT,757.01,SUCCESS,2969.18
AC100233,2026-02-05,DISCRETIONARY_SPEND,15.15,SUCCESS,2954.03
AC100233,2026-02-11,DISCRETIONARY_SPEND,107.49,SUCCESS,2846.54
AC100233,2026-02-12,ESSENTIAL_SPEND,106.71,SUCCESS,2739.83
AC100233,2026-02-17,ESSENTIAL_SPEND,37.33,SUCCESS,2702.5
AC100233,2026-02-22,ESSENTIAL_SPEND,183.75,SUCCESS,2518.75
AC100233,2026-02-24,CASH_WITHDRAWAL,74.84,SUCCESS,2443.91
AC100233,2026-02-25,CASH_WITHDRAWAL,71.7,SUCCESS,2372.21
AC100233,2026-03-02,ESSENTIAL_SPEND,28.33,SUCCESS,2343.88
AC100233,2026-03-04,ESSENTIAL_SPEND,200.71,SUCCESS,2143.17
AC100233,2026-03-05,SALARY_CREDIT,757.01,SUCCESS,2900.18
AC100233,2026-03-05,CASH_WITHDRAWAL,68.63,SUCCESS,2831.55
AC100233,2026-03-06,DISCRETIONARY_SPEND,14.24,SUCCESS,2817.31
AC100233,2026-03-16,DISCRETIONARY_SPEND,108.4,SUCCESS,2708.91
AC100233,2026-03-28,ESSENTIAL_SPEND,98.75,SUCCESS,2610.16
AC100233,2026-04-01,DISCRETIONARY_SPEND,8.79,SUCCESS,2601.37
AC100233,2026-04-06,SALARY_CREDIT,677.08,SUCCESS,3278.45
AC100233,2026-04-08,ESSENTIAL_SPEND,76.75,SUCCESS,3201.7
AC100233,2026-04-14,ESSENTIAL_SPEND,36.75,SUCCESS,3164.95
AC100233,2026-04-15,ESSENTIAL_SPEND,6.4,SUCCESS,3158.55
AC100233,2026-04-19,CASH_WITHDRAWAL,37.63,SUCCESS,3120.92
AC100233,2026-04-20,ESSENTIAL_SPEND,134.65,SUCCESS,2986.27
AC100233,2026-04-20,DISCRETIONARY_SPEND,16.2,SUCCESS,2970.07
AC100233,2026-04-28,DISCRETIONARY_SPEND,18.69,SUCCESS,2951.38
AC100233,2026-04-28,DISCRETIONARY_SPEND,57.27,SUCCESS,2894.11
AC100233,2026-04-30,ESSENTIAL_SPEND,107.32,SUCCESS,2786.79
AC100233,2026-04-30,ESSENTIAL_SPEND,21.69,SUCCESS,2765.1
AC100233,2026-05-02,DISCRETIONARY_SPEND,48.58,SUCCESS,2716.52
AC100233,2026-05-03,DISCRETIONARY_SPEND,3.53,SUCCESS,2712.99
AC100233,2026-05-10,SALARY_CREDIT,588.27,SUCCESS,3301.26
AC100233,2026-05-12,DISCRETIONARY_SPEND,27.16,SUCCESS,3274.1
AC100233,2026-05-14,ESSENTIAL_SPEND,19.33,SUCCESS,3254.77
AC100233,2026-05-25,ESSENTIAL_SPEND,224.18,SUCCESS,3030.59
AC100233,2026-05-28,ESSENTIAL_SPEND,195.81,SUCCESS,2834.78
AC100233,2026-05-31,CASH_WITHDRAWAL,57.86,SUCCESS,2776.92
AC100233,2026-06-05,SALARY_CREDIT,647.91,SUCCESS,3424.83
AC100233,2026-06-08,ESSENTIAL_SPEND,77.11,SUCCESS,3347.72
AC100233,2026-06-09,ESSENTIAL_SPEND,54.66,SUCCESS,3293.06
AC100233,2026-06-13,ESSENTIAL_SPEND,79.89,SUCCESS,3213.17
AC100233,2026-06-14,ESSENTIAL_SPEND,44.39,SUCCESS,3168.78
AC100233,2026-06-14,DISCRETIONARY_SPEND,39.47,SUCCESS,3129.31
AC100233,2026-06-25,ESSENTIAL_SPEND,205.1,SUCCESS,2924.21
AC100233,2026-06-26,DISCRETIONARY_SPEND,18.12,SUCCESS,2906.09
AC100233,2026-06-27,ESSENTIAL_SPEND,33.94,SUCCESS,2872.15
AC100233,2026-06-28,CASH_WITHDRAWAL,70.95,SUCCESS,2801.2
AC100234,2025-10-02,ESSENTIAL_SPEND,12.7,SUCCESS,140.43
AC100234,2025-10-03,SALARY_CREDIT,250.0,SUCCESS,390.43
AC100234,2025-10-05,EMI_DEBIT,59.3,SUCCESS,331.13
AC100234,2025-10-06,DISCRETIONARY_SPEND,26.16,SUCCESS,304.97
AC100234,2025-10-11,ESSENTIAL_SPEND,34.83,SUCCESS,270.14
AC100234,2025-10-15,ESSENTIAL_SPEND,10.49,SUCCESS,259.65
AC100234,2025-10-19,ESSENTIAL_SPEND,0.85,SUCCESS,258.8
AC100234,2025-10-19,ESSENTIAL_SPEND,12.54,SUCCESS,246.26
AC100234,2025-10-20,CASH_WITHDRAWAL,73.84,SUCCESS,172.42
AC100234,2025-10-22,DISCRETIONARY_SPEND,21.25,SUCCESS,151.17
AC100234,2025-10-23,ESSENTIAL_SPEND,21.84,SUCCESS,129.33
AC100234,2025-10-26,CASH_WITHDRAWAL,76.82,SUCCESS,52.51
AC100234,2025-10-28,DISCRETIONARY_SPEND,17.84,SUCCESS,34.67
AC100234,2025-11-03,SALARY_CREDIT,250.0,SUCCESS,284.67
AC100234,2025-11-03,ESSENTIAL_SPEND,27.74,SUCCESS,256.93
AC100234,2025-11-05,EMI_DEBIT,59.3,SUCCESS,197.63
AC100234,2025-11-07,DISCRETIONARY_SPEND,2.51,SUCCESS,195.12
AC100234,2025-11-12,DISCRETIONARY_SPEND,12.91,SUCCESS,182.21
AC100234,2025-11-14,DISCRETIONARY_SPEND,28.88,SUCCESS,153.33
AC100234,2025-11-23,ESSENTIAL_SPEND,34.71,SUCCESS,118.62
AC100234,2025-11-24,ESSENTIAL_SPEND,4.42,SUCCESS,114.2
AC100234,2025-11-25,ESSENTIAL_SPEND,3.56,SUCCESS,110.64
AC100234,2025-11-25,ESSENTIAL_SPEND,0.83,SUCCESS,109.81
AC100234,2025-11-28,CASH_WITHDRAWAL,70.61,SUCCESS,39.2
AC100234,2025-11-29,DISCRETIONARY_SPEND,20.96,SUCCESS,18.24
AC100234,2025-11-30,ESSENTIAL_SPEND,21.98,SUCCESS,-3.74
AC100234,2025-12-01,SALARY_CREDIT,250.0,SUCCESS,246.26
AC100234,2025-12-04,DISCRETIONARY_SPEND,10.78,SUCCESS,235.48
AC100234,2025-12-05,EMI_DEBIT,59.3,SUCCESS,176.18
AC100234,2025-12-07,DISCRETIONARY_SPEND,14.43,SUCCESS,161.75
AC100234,2025-12-16,DISCRETIONARY_SPEND,5.53,SUCCESS,156.22
AC100234,2025-12-18,ESSENTIAL_SPEND,46.88,SUCCESS,109.34
AC100234,2025-12-19,ESSENTIAL_SPEND,45.05,SUCCESS,64.29
AC100234,2025-12-24,ESSENTIAL_SPEND,1.32,SUCCESS,62.97
AC100234,2025-12-24,DISCRETIONARY_SPEND,34.51,SUCCESS,28.46
AC100234,2025-12-30,CASH_WITHDRAWAL,24.66,SUCCESS,3.8
AC100234,2026-01-04,SALARY_CREDIT,250.0,SUCCESS,253.8
AC100234,2026-01-05,EMI_DEBIT,59.3,SUCCESS,194.5
AC100234,2026-01-13,ESSENTIAL_SPEND,44.56,SUCCESS,149.94
AC100234,2026-01-21,DISCRETIONARY_SPEND,15.23,SUCCESS,134.71
AC100234,2026-01-21,DISCRETIONARY_SPEND,2.95,SUCCESS,131.76
AC100234,2026-01-23,DISCRETIONARY_SPEND,30.52,SUCCESS,101.24
AC100234,2026-01-27,DISCRETIONARY_SPEND,16.55,SUCCESS,84.69
AC100234,2026-01-27,CASH_WITHDRAWAL,23.04,SUCCESS,61.65
AC100234,2026-01-29,ESSENTIAL_SPEND,4.64,SUCCESS,57.01
AC100234,2026-01-31,ESSENTIAL_SPEND,44.05,SUCCESS,12.96
AC100234,2026-02-03,SALARY_CREDIT,250.0,SUCCESS,262.96
AC100234,2026-02-03,ESSENTIAL_SPEND,9.22,SUCCESS,253.74
AC100234,2026-02-03,CASH_WITHDRAWAL,72.73,SUCCESS,181.01
AC100234,2026-02-04,CASH_WITHDRAWAL,25.3,SUCCESS,155.71
AC100234,2026-02-05,EMI_DEBIT,59.3,SUCCESS,96.41
AC100234,2026-02-08,ESSENTIAL_SPEND,16.09,SUCCESS,80.32
AC100234,2026-02-11,ESSENTIAL_SPEND,40.12,SUCCESS,40.2
AC100234,2026-02-13,DISCRETIONARY_SPEND,26.12,SUCCESS,14.08
AC100234,2026-02-14,DISCRETIONARY_SPEND,39.13,SUCCESS,-25.05
AC100234,2026-02-20,ESSENTIAL_SPEND,15.57,SUCCESS,-40.62
AC100234,2026-02-21,ESSENTIAL_SPEND,12.25,SUCCESS,-52.87
AC100234,2026-03-01,SALARY_CREDIT,250.0,SUCCESS,197.13
AC100234,2026-03-01,DISCRETIONARY_SPEND,3.63,SUCCESS,193.5
AC100234,2026-03-02,ESSENTIAL_SPEND,30.99,SUCCESS,162.51
AC100234,2026-03-05,EMI_DEBIT,59.3,SUCCESS,103.21
AC100234,2026-03-16,DISCRETIONARY_SPEND,56.47,SUCCESS,46.74
